sampleid	amplicon	timepoint	experimental_factor	control_vec	sampling_date	extraction_plate	indexing_plate	extr_conc_ng_ul	seq_pool	family	population	strategy	strategy_simple	classification	block	DBH23	NR_AUDPS_BV	NR_AUDPS_BV_group	NR_AUDPS_raw	NR_AUDPS_raw_group	DNB_AUDPS_BV	DNB_AUDPS_BV_group	DNB_AUDPS_raw	DNB_AUDPS_raw_group
EP5-Syn-Rep2-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP6_and_EP9	IP9		T2_run4	Syn-Rep	Syn-Rep													
CG7-7655-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	120	T2_run4	CG7	CG	Resistant	Resistant	Hyper-oceanic	B	13.37	-1.17301321	Resistant	-15.36666667	Resistant	-3.38134897	Resistant	12.2	Resistant
GT1-7236-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	GT1	GT	LowNR	Susceptible	Cairngorms	B	5.25	2.53227181	Susceptible	-2.2	Susceptible	9.23822419	Susceptible	83.53333334	Susceptible
GC5-7457-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	GC5	GC	Resistant	Resistant	Central Atlantic	B	14.01	-1.65828943	Resistant	-14.33333333	Resistant	-3.08224197	Resistant	16.06666667	Average
GE6-7205-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	GE6	GE	LowDNB	Resistant	Central Atlantic	B	16.87	0.27553122	Average	-9.066666666	Average	-2.94651183	Average	11.6	Resistant
GC8-7367-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	GC8	GC	Average	Average	Central Atlantic	B	14.48	0.68595184	Average	-11.6	Average	2.63317217	Susceptible	32.86666667	Average
BB3-7126-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	BB3	BB	Resistant	Resistant	Cairngorms	D	13.85	-2.0802967	Resistant	-12.4	Resistant	-3.95370475	Resistant	12.13333333	Resistant
CG8-7544-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	CG8	CG	HighDNB	Susceptible	Hyper-oceanic	D	10.19	0.42815626	Average	-9.183333332	Average	3.85186767	Susceptible	43.86666667	Susceptible
CR7-7652-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	118	T2_run4	CR7	CR	HighNR	Resistant	Hyper-oceanic	B	14.16	-0.47293618	Average	-12.86666667	Resistant	-2.2792415	Average	12.26666667	Resistant
BW10-7396-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	120	T2_run4	BW10	BW	Resistant	Resistant	Central Atlantic	B	16.07	-1.72757104	Resistant	-15.26666667	Resistant	-3.73776425	Resistant	13.2	Resistant
EP5-Pine-Rep3-T2-ITS	ITS	T2	Replicate Pinus sylvestris needle phyllosphere	sample		EP6_and_EP9	IP9		T2_run4	Pine-Rep	Pine-Rep													
GT8-7254-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	95.4	T2_run4	GT8	GT	Average	Average	Cairngorms	D	11.62	0.54121394	Average	-7.4	Average	1.74589922	Average	39.26666667	Average
CG3-7382-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	86.2	T2_run4	CG3	CG	Vulnerable	Susceptible	Hyper-oceanic	D	9.39	2.01217954	Susceptible	-6.066666666	Susceptible	-1.88209437	Average	9.333333334	Resistant
BW2-7362-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	120	T2_run4	BW2	BW	HighNR	Resistant	Central Atlantic	B	13.85	-0.62184636	Average	-12.43333333	Resistant	-1.23309237	Average	14.6	Resistant
CR3-7445-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	114	T2_run4	CR3	CR	Average	Average	Hyper-oceanic	D	15.28	-0.42688008	Average	-12.43333333	Resistant	4.16016178	Susceptible	42.93333334	Average
GT6-7349-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	GT6	GT	Average	Average	Cairngorms	D	13.37	-0.76070019	Average	-9.933333334	Average	0.6101444	Average	32.26666667	Average
GT5-7107-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	GT5	GT	LowNR	Susceptible	Cairngorms	B	7.96	1.98367712	Susceptible	-3.933333334	Susceptible	-1.47325688	Average	31.06666667	Average
CG6-7014-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	106	T2_run4	CG6	CG	Average	Average	Hyper-oceanic	B	16.71	0.32383966	Average	-11.96666667	Average	-2.36269283	Average	20.26666667	Average
AC8-7541-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	AC8	AC	LowNR	Susceptible	Cairngorms	D	10.5	1.07636369	Susceptible	-4.933333334	Susceptible	-1.4703843	Average	21.2	Average
BE5-7509-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	100	T2_run4	BE5	BE	HighDNB	Susceptible	Hyper-oceanic	D	15.12	0.0328845	Average	-8.35	Average	0.27581927	Average	28.86666667	Average
CR10-7431-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	CR10	CR	Average	Average	Hyper-oceanic	B	16.71	0.98968175	Susceptible	-10.73333333	Average	0.68373853	Average	22.66666667	Average
EP5-Syn-Rep4-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP6_and_EP9	IP9		T2_run4	Syn-Rep	Syn-Rep													
