sampleid	amplicon	timepoint	experimental_factor	control_vec	sampling_date	extraction_plate	indexing_plate	extr_conc_ng_ul	seq_pool	family	population	strategy	strategy_simple	classification	block	DBH23	NR_AUDPS_BV	NR_AUDPS_BV_group	NR_AUDPS_raw	NR_AUDPS_raw_group	DNB_AUDPS_BV	DNB_AUDPS_BV_group	DNB_AUDPS_raw	DNB_AUDPS_raw_group
GC9-7100-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	94.4	T1_run2	GC9	GC	Average	Average	Central Atlantic	A	12.89	0.00172365	Average	-9.516666666	Average	-3.33090196	Resistant	36.93333333	Average
EP2-DNAblank-T1-ITS	ITS	T1	control [EFO_0001461]	control		EP1	IP3		T1_run2	DNAblank	DNAblank													
CG2-7208-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	90	T1_run2	CG2	CG	HighNR	Resistant	Hyper-oceanic	B	14.8	-0.86665645	Average	-13.23333333	Resistant	-3.52320311	Resistant	16	Average
GC5-7457-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	90	T1_run2	GC5	GC	Resistant	Resistant	Central Atlantic	B	14.01	-1.65828943	Resistant	-14.33333333	Resistant	-3.08224197	Resistant	16.06666667	Average
GE9-7002-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	94.4	T1_run2	GE9	GE	Susceptible	Susceptible	Central Atlantic	A	14.8	1.23775082	Susceptible	-6.766666666	Susceptible	1.40669132	Average	56.66666667	Susceptible
BW7-7366-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	50.6	T1_run2	BW7	BW	Resistant	Resistant	Central Atlantic	B	14.48	-1.11889269	Resistant	-14.66666667	Resistant	-3.03775792	Resistant	5.4	Resistant
BE5-7334-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	71.8	T1_run2	BE5	BE	Resistant	Resistant	Hyper-oceanic	B	16.71	-1.10263125	Resistant	-13.56666667	Resistant	-2.83515382	Average	12.13333333	Resistant
RM1-7391-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	81.4	T1_run2	RM1	RM	Tolerant	Resistant	Cairngorms	A	13.37	-0.99598654	Resistant	-13.26666667	Resistant	-2.26552195	Average	34.93333333	Average
CR10-7549-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	106	T1_run2	CR10	CR	Susceptible	Susceptible	Hyper-oceanic	A	9.87	2.57485893	Susceptible	-4.716666666	Susceptible	11.22257436	Susceptible	98.93333333	Susceptible
BB7-7227-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	87.4	T1_run2	BB7	BB	Susceptible	Susceptible	Cairngorms	A	8.75	1.66532531	Susceptible	-3.183333334	Susceptible	4.33349984	Susceptible	71.46666666	Susceptible
CG3-7651-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	80.6	T1_run2	CG3	CG	Average	Average	Hyper-oceanic	B	13.21	0.62249652	Average	-10.6	Average	1.22535665	Average	25.2	Average
RM6-7065-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	78	T1_run2	RM6	RM	Tolerant	Resistant	Cairngorms	A	14.48	-1.52618385	Resistant	-12.8	Resistant	0.6420517	Average	59.33333334	Susceptible
BE2-7069-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	78.4	T1_run2	BE2	BE	Susceptible	Susceptible	Hyper-oceanic	A	6.84	2.58648566	Susceptible	-3.933333334	Susceptible	10.51531153	Susceptible	95.73333334	Susceptible
BE3-7514-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	66.4	T1_run2	BE3	BE	Susceptible	Susceptible	Hyper-oceanic	A	10.66	1.06436647	Susceptible	-6.166666666	Susceptible	0.56520927	Average	47.33333333	Susceptible
GE9-7272-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	73.8	T1_run2	GE9	GE	Average	Average	Central Atlantic	B	17.51	0.39303062	Average	-10.06666667	Average	-1.44551344	Average	13.33333333	Resistant
GE6-7040-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	100	T1_run2	GE6	GE	Susceptible	Susceptible	Central Atlantic	A	8.28	1.72778973	Susceptible	-5.6	Susceptible	14.32963786	Susceptible	119.4666667	Susceptible
EP2-Syn-Rep4-T1-ITS	ITS	T1	replicate [EFO_0000683]	sample		EP2	IP3		T1_run2	Syn-Rep	Syn-Rep													
BE2-7141-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	43	T1_run2	BE2	BE	LowNR	Susceptible	Hyper-oceanic	B	11.14	1.53145736	Susceptible	-6.3	Susceptible	0.00077856	Average	23.33333333	Average
RM10-7324-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	71.4	T1_run2	RM10	RM	Susceptible	Susceptible	Cairngorms	A	10.5	1.24635237	Susceptible	-5.666666666	Susceptible	4.49230662	Susceptible	69	Susceptible
BB7-7268-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	78.8	T1_run2	BB7	BB	Vulnerable	Susceptible	Cairngorms	B	17.35	1.06859124	Susceptible	-6.133333332	Susceptible	-3.78181994	Resistant	15.93333333	Average
BE4-7003-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	74.4	T1_run2	BE4	BE	Average	Average	Hyper-oceanic	A	17.19	-0.47383025	Average	-9.3	Average	-3.06682711	Resistant	41.86666667	Average
