sampleid	amplicon	timepoint	experimental_factor	control_vec	sampling_date	extraction_plate	indexing_plate	extr_conc_ng_ul	seq_pool	family	population	strategy	strategy_simple	classification	block	DBH23	NR_AUDPS_BV	NR_AUDPS_BV_group	NR_AUDPS_raw	NR_AUDPS_raw_group	DNB_AUDPS_BV	DNB_AUDPS_BV_group	DNB_AUDPS_raw	DNB_AUDPS_raw_group
BW10-7396-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	BW10	BW	Resistant	Resistant	Central Atlantic	B	16.07	-1.72757104	Resistant	-15.26666667	Resistant	-3.73776425	Resistant	13.2	Resistant
BE2-7510-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	BE2	BE	Susceptible	Susceptible	Hyper-oceanic	D	5.25	2.65798103	Susceptible	-3.4	Susceptible	6.71671584	Susceptible	47.86666667	Susceptible
EP9-Pine-Rep3-T3-ITS	ITS	T3	Replicate Pinus sylvestris needle phyllosphere	sample		EP6_and_EP9	IP17		T3_run5	Pine-Rep	Pine-Rep													
GE2-7530-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	GE2	GE	Susceptible	Susceptible	Central Atlantic	C	7.64	1.11967578	Susceptible	-3.766666666	Susceptible	4.36784471	Susceptible	50.4	Susceptible
EP9-Syn-Rep3-T3-ITS	ITS	T3	replicate [EFO_0000683]	sample		EP6_and_EP9	IP17		T3_run5	Syn-Rep	Syn-Rep													
EP9-Syn-Rep4-T3-ITS	ITS	T3	replicate [EFO_0000683]	sample		EP6_and_EP9	IP17		T3_run5	Syn-Rep	Syn-Rep													
RM1-7523-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	RM1	RM	Average	Average	Cairngorms	B	11.14	0.91313351	Average	-7.133333334	Average	-0.82393956	Average	23.33333333	Average
BW10-7534-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	BW10	BW	LowDNB	Resistant	Central Atlantic	C	10.19	-0.33675844	Average	-8.633333334	Average	-2.91473108	Average	14.46666667	Resistant
GC8-7367-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	GC8	GC	Average	Average	Central Atlantic	B	14.48	0.68595184	Average	-11.6	Average	2.63317217	Susceptible	32.86666667	Average
RM10-7324-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	RM10	RM	Susceptible	Susceptible	Cairngorms	A	10.5	1.24635237	Susceptible	-5.666666666	Susceptible	4.49230662	Susceptible	69	Susceptible
BB1-7238-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	BB1	BB	Average	Average	Cairngorms	B	12.89	-0.67881812	Average	-10.4	Average	6.75538514	Susceptible	57.79999999	Susceptible
EP9-Idx-Blank-T3-ITS	ITS	T3	control [EFO_0001461]	control		EP6_and_EP9	IP17		T3_run5	Idx-Blank	Idx-Blank													
BW3-7594-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	BW3	BW	Average	Average	Central Atlantic	C	16.07	0.30791254	Average	-7	Susceptible	-3.16711136	Resistant	12.4	Resistant
EP9-DNAblank-T3-ITS	ITS	T3	control [EFO_0001461]	control		EP6_and_EP9	IP17		T3_run5	DNAblank	DNAblank													
CR7-7154-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	CR7	CR	HighNR	Resistant	Hyper-oceanic	D	13.37	-0.5604155	Average	-12.4	Resistant	-1.60414846	Average	18.13333333	Average
GC2-7136-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	GC2	GC	Average	Average	Central Atlantic	A	15.28	-0.9312841	Average	-11.93333333	Average	-3.77531258	Resistant	24.93333333	Average
CR4-7135-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	CR4	CR	Average	Average	Hyper-oceanic	A	14.32	0.49261376	Average	-9.833333334	Average	-6.29171134	Resistant	25.6	Average
EP9-Syn-Rep2-T3-ITS	ITS	T3	replicate [EFO_0000683]	sample		EP6_and_EP9	IP17		T3_run5	Syn-Rep	Syn-Rep													
BW2-7261-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	BW2	BW	Average	Average	Central Atlantic	A	12.1	-0.15767878	Average	-9.333333332	Average	3.5084525	Susceptible	54.93333333	Susceptible
GE7-7427-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	GE7	GE	Vulnerable	Susceptible	Central Atlantic	B	3.93	1.86344124	Susceptible	-5.266666666	Susceptible	-2.53613038	Average	16.66666667	Average
CR10-7497-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	CR10	CR	Average	Average	Hyper-oceanic	C	15.44	0.73896071	Average	-8.733333332	Average	0.63572847	Average	23.26666667	Average
CG2-7160-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	CG2	CG	Average	Average	Hyper-oceanic	D	14.32	-0.76319134	Average	-11.9	Average	-3.50536078	Resistant	17.6	Average
